age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score,study_to_social_ratio,total_distraction_hours,wellbeing_index,performance_label
23,0.0,6.1,1.8,0.5,0,82.9,6.1,2,6,1,2,3,1,98.3,2.6407,2.3,1.51,Excellent (≥80)
21,1.0,1.4,2.7,3.4,0,92.5,4.7,0,1,1,1,2,1,29.898,0.2291,6.1,0.77,Low (<50)
23,1.0,1.1,3.1,3.8,0,88.3,6.8,2,6,1,0,6,0,45.5,0.1592,6.9,1.88,Low (<50)
19,1.0,5.7,3.8,0.0,0,100.0,8.8,1,3,0,1,7,0,100.0,1.4961,3.8,1.88,Excellent (≥80)
21,0.0,3.2,4.2,0.7,0,76.5,5.4,2,6,0,2,5,1,67.5,0.6517,4.9,1.64,Good (65-79)
20,0.0,2.5,2.1,1.5,0,90.2,5.6,1,6,0,1,1,1,60.3,0.6925,3.6,1.26,Average (50-64)
21,,5.1,0.9,0.7,0,79.7,5.5,1,6,0,2,3,0,87.0,3.1677,1.6,1.45,Excellent (≥80)
24,1.0,2.6,2.0,2.4,0,76.3,7.4,1,1,1,2,3,0,48.5,0.5896,4.4,1.14,Low (<50)
23,0.0,6.2,2.8,1.0,0,84.9,7.0,1,5,2,2,4,0,100.0,1.6273,3.8,1.6,Excellent (≥80)
19,0.0,4.5,1.3,4.2,0,86.4,6.3,1,0,0,1,10,0,82.1,0.8167,5.5,1.63,Excellent (≥80)
19,1.0,2.8,1.4,3.1,0,100.0,5.4,0,4,0,2,6,1,63.7,0.6208,4.5,1.54,Average (50-64)
22,1.0,6.7,2.9,2.0,0,83.2,6.6,2,6,1,1,5,0,100.0,1.3646,4.9,1.76,Excellent (≥80)
20,0.0,2.6,2.4,2.9,0,73.7,4.6,1,4,2,1,1,0,41.9,0.4896,5.3,0.96,Low (<50)
18,0.0,4.6,2.5,3.0,0,87.7,6.7,1,5,1,0,6,0,72.7,0.8348,5.5,1.77,Good (65-79)
18,0.0,3.9,1.6,1.2,0,64.3,7.5,2,0,2,1,9,1,74.3,1.3879,2.8,1.65,Good (65-79)
21,1.0,5.5,2.2,0.9,1,84.1,5.0,1,3,1,2,1,0,88.7,1.7685,3.1,0.9,Excellent (≥80)
22,0.0,5.8,1.4,1.9,0,85.2,4.7,2,4,1,1,8,1,96.6,1.7523,3.3,1.67,Excellent (≥80)
17,1.0,3.5,3.6,2.7,0,92.9,8.4,1,3,0,1,8,1,72.6,0.5547,6.3,1.94,Good (65-79)
21,1.0,2.4,3.7,2.0,0,94.7,5.8,2,4,0,2,3,1,52.4,0.4203,5.7,1.28,Average (50-64)
22,1.0,4.2,0.3,0.1,0,80.0,7.9,0,3,0,0,9,1,100.0,10.2439,0.4,1.99,Excellent (≥80)
20,0.0,2.5,1.4,0.9,0,83.5,6.3,2,6,1,2,8,0,73.1,1.0823,2.3,2.03,Good (65-79)
20,0.0,6.5,0.7,1.7,0,77.3,6.3,2,4,2,1,3,0,100.0,2.6971,2.4,1.33,Excellent (≥80)
20,0.0,3.7,1.7,1.7,0,73.7,7.0,1,3,2,0,10,1,80.8,1.085,3.4,2.0,Excellent (≥80)
20,1.0,3.0,2.4,4.0,0,88.1,5.4,0,5,0,2,5,0,62.9,0.468,6.4,1.54,Average (50-64)
20,0.0,3.8,0.8,0.3,0,72.3,6.7,1,1,0,0,3,0,71.5,3.4234,1.1,1.07,Good (65-79)
22,1.0,1.5,1.4,2.4,0,80.9,6.0,2,3,0,2,5,0,46.2,0.3937,3.8,1.4,Low (<50)
22,0.0,2.0,1.3,3.4,1,75.0,4.9,1,1,0,1,9,0,53.8,0.4246,4.7,1.49,Average (50-64)
19,1.0,5.3,2.7,4.3,0,90.5,6.9,1,1,1,0,4,1,74.2,0.7561,7.0,1.19,Good (65-79)
24,1.0,2.5,2.6,1.4,0,100.0,6.2,0,0,2,0,6,0,52.5,0.6234,4.0,1.22,Average (50-64)
18,1.0,1.9,1.6,2.3,0,72.0,6.3,1,6,2,0,3,0,51.2,0.4859,3.9,1.53,Average (50-64)
23,1.0,4.3,2.7,2.4,1,66.5,5.0,1,5,1,0,3,0,60.6,0.8415,5.1,1.3,Average (50-64)
20,0.0,5.3,1.8,2.0,0,83.8,8.4,2,1,1,2,5,0,91.5,1.3911,3.8,1.44,Excellent (≥80)
17,0.0,4.6,2.2,1.7,0,85.2,7.6,1,2,1,1,8,0,87.3,1.1765,3.9,1.76,Excellent (≥80)
23,1.0,5.0,4.5,2.3,0,87.2,7.7,2,6,0,1,8,0,98.0,0.7342,6.8,2.17,Excellent (≥80)
22,0.0,2.4,4.1,0.0,0,80.5,6.1,1,1,1,1,3,1,47.9,0.5839,4.1,1.01,Low (<50)
17,1.0,1.4,0.9,2.6,1,83.0,4.4,0,3,1,2,8,0,51.0,0.3989,3.5,1.54,Average (50-64)
17,0.0,5.8,3.5,1.9,0,88.7,8.8,1,1,1,2,8,1,90.0,1.0721,5.4,1.78,Excellent (≥80)
17,0.0,3.0,3.5,1.6,0,95.4,6.4,1,3,0,2,3,0,54.1,0.5871,5.1,1.24,Average (50-64)
19,0.0,3.1,1.1,4.1,0,65.4,5.6,2,3,0,2,10,1,58.4,0.595,5.2,1.86,Average (50-64)
22,1.0,5.5,3.5,1.1,1,81.3,7.0,2,2,0,1,10,0,100.0,1.1931,4.6,1.9,Excellent (≥80)
17,0.0,4.3,4.3,1.4,0,87.1,7.9,1,1,2,1,2,0,65.2,0.7531,5.7,1.09,Good (65-79)
20,0.0,4.2,1.2,4.0,0,75.8,6.5,1,1,0,2,10,0,85.3,0.8061,5.2,1.75,Excellent (≥80)
21,1.0,6.7,1.4,0.9,0,100.0,8.0,1,4,1,2,2,0,93.8,2.9004,2.3,1.4,Excellent (≥80)
17,1.0,2.5,3.7,1.2,1,78.6,7.8,2,6,1,1,9,0,78.8,0.5092,4.9,2.28,Good (65-79)
19,0.0,4.9,2.8,1.6,0,84.6,5.2,2,4,0,1,7,0,85.0,1.1111,4.4,1.62,Excellent (≥80)
23,0.0,3.6,3.2,2.7,0,90.6,5.7,2,0,1,2,6,0,64.5,0.6091,5.9,1.17,Average (50-64)
22,0.0,3.9,2.9,2.0,0,79.1,7.6,1,3,2,2,7,0,71.0,0.7943,4.9,1.76,Good (65-79)
24,0.0,5.8,3.0,0.4,0,66.5,3.2,1,2,0,1,8,0,90.8,1.7009,3.4,1.32,Excellent (≥80)
19,0.0,4.3,0.9,1.2,0,80.7,6.3,1,4,2,2,1,0,72.6,2.0379,2.1,1.13,Good (65-79)
17,1.0,4.3,3.8,1.1,0,95.3,4.8,1,1,0,1,8,0,70.9,0.8758,4.9,1.38,Good (65-79)
22,1.0,5.1,3.9,1.7,1,81.6,5.9,1,0,0,0,3,1,65.1,0.9091,5.6,0.89,Good (65-79)
21,1.0,3.0,2.2,2.3,0,76.5,6.1,0,2,2,1,3,0,49.1,0.6652,4.5,1.11,Low (<50)
17,0.0,2.2,2.4,2.3,1,94.3,6.1,0,5,1,1,6,0,62.7,0.4671,4.7,1.71,Average (50-64)
19,1.0,1.9,0.7,0.0,0,81.7,5.8,2,1,2,0,4,0,51.5,2.6761,0.7,1.08,Average (50-64)
18,0.0,0.6,3.1,3.0,0,79.9,5.2,2,1,1,2,4,0,29.898,0.0982,6.1,1.02,Low (<50)
20,0.0,6.6,3.2,2.1,0,86.5,9.3,1,5,2,1,4,1,100.0,1.2429,5.3,1.83,Excellent (≥80)
24,0.0,1.8,2.4,3.3,1,92.7,8.7,1,3,1,2,10,0,53.3,0.3152,5.7,2.17,Average (50-64)
23,1.0,3.2,3.8,2.3,0,100.0,5.1,1,3,1,0,9,0,76.1,0.5237,6.1,1.71,Good (65-79)
19,0.0,3.1,2.1,3.0,0,93.3,8.4,2,4,1,1,8,0,85.6,0.6067,5.1,2.04,Excellent (≥80)
22,1.0,4.0,3.2,2.3,1,96.6,6.0,2,4,0,2,3,1,63.0,0.726,5.5,1.3,Average (50-64)
24,0.0,4.7,1.3,3.3,1,79.9,6.7,2,1,2,2,1,0,73.6,1.0195,4.6,0.87,Good (65-79)
24,1.0,4.8,2.5,2.4,1,74.7,6.4,2,6,0,2,1,0,76.2,0.9776,4.9,1.34,Good (65-79)
24,1.0,2.6,2.3,1.7,0,85.6,5.7,1,1,1,2,1,1,45.5,0.6484,4.0,0.77,Low (<50)
17,0.0,3.2,2.8,4.3,0,86.1,7.7,1,4,0,1,4,1,58.6,0.4501,7.1,1.57,Average (50-64)
20,1.0,3.9,2.1,2.8,0,74.2,6.7,1,5,1,1,6,0,77.8,0.7943,4.9,1.77,Good (65-79)
17,1.0,3.1,2.3,2.4,1,83.2,5.9,1,4,0,2,4,1,61.5,0.6582,4.7,1.39,Average (50-64)
22,0.0,5.9,3.5,0.4,0,89.0,4.9,2,1,0,2,3,0,71.4,1.509,3.9,0.89,Good (65-79)
17,0.0,4.2,2.0,0.4,0,88.6,5.4,1,2,2,2,8,1,93.9,1.7427,2.4,1.54,Excellent (≥80)
18,0.0,4.6,0.6,2.1,0,90.0,4.5,0,1,0,2,8,0,85.9,1.6974,2.7,1.35,Excellent (≥80)
20,0.0,4.5,4.6,2.0,0,87.9,6.5,1,2,1,2,6,0,73.8,0.6808,6.6,1.45,Good (65-79)
20,0.0,5.3,4.2,1.1,1,79.9,5.1,2,2,0,1,9,0,83.3,0.9981,5.3,1.61,Excellent (≥80)
22,1.0,3.8,0.9,2.0,1,79.9,6.2,1,1,0,2,10,0,79.7,1.3058,2.9,1.72,Good (65-79)
23,1.0,1.6,3.3,3.5,1,73.0,8.1,2,6,0,2,1,0,47.1,0.2349,6.8,1.51,Low (<50)
18,1.0,4.1,1.9,2.6,0,100.0,7.9,1,6,1,2,8,0,91.9,0.9091,4.5,2.19,Excellent (≥80)
19,0.0,2.5,2.8,0.5,1,85.1,6.5,0,0,0,0,6,1,60.6,0.7553,3.3,1.25,Average (50-64)
17,0.0,2.7,2.9,1.7,0,82.8,6.4,1,4,2,1,1,0,46.6,0.5857,4.6,1.14,Low (<50)
21,1.0,4.4,2.2,0.9,0,75.7,8.8,2,6,0,0,4,1,84.2,1.4148,3.1,1.88,Excellent (≥80)
17,1.0,5.4,1.6,1.4,0,100.0,7.1,1,3,0,1,5,0,95.5,1.794,3.0,1.51,Excellent (≥80)
24,0.0,3.5,1.7,1.3,0,74.3,6.1,2,1,0,2,7,1,73.5,1.1628,3.0,1.41,Good (65-79)
17,1.0,4.0,1.4,1.3,0,80.7,4.8,1,2,0,0,8,0,75.9,1.476,2.7,1.48,Good (65-79)
19,0.0,6.1,1.5,0.4,0,89.2,7.0,0,1,1,1,9,0,100.0,3.1937,1.9,1.7,Excellent (≥80)
17,0.0,3.9,2.4,1.7,1,91.0,7.5,2,4,2,1,6,1,74.2,0.9489,4.1,1.75,Good (65-79)
18,0.0,7.4,1.6,1.2,0,94.6,5.7,1,5,1,2,10,1,100.0,2.6335,2.8,2.07,Excellent (≥80)
18,1.0,4.3,3.3,0.0,0,100.0,6.8,1,6,0,1,9,0,94.9,1.2991,3.3,2.18,Excellent (≥80)
20,0.0,0.9,4.3,4.1,0,90.1,6.1,2,6,0,1,4,0,29.898,0.107,8.4,1.61,Low (<50)
22,0.0,4.6,1.8,3.0,0,74.4,6.3,1,6,0,1,8,0,86.2,0.9563,4.8,2.03,Excellent (≥80)
23,0.0,4.1,2.8,1.4,0,82.4,3.5,2,2,2,1,3,0,60.1,0.9739,4.2,0.85,Average (50-64)
21,0.0,5.4,3.1,1.8,0,88.1,6.2,0,3,0,1,4,1,91.3,1.0998,4.9,1.32,Excellent (≥80)
24,0.0,4.5,3.1,0.5,0,100.0,7.7,1,3,1,1,10,0,93.8,1.2465,3.6,2.07,Excellent (≥80)
17,0.0,3.3,2.6,3.7,0,71.0,5.7,0,6,0,2,4,1,61.6,0.523,6.3,1.57,Average (50-64)
17,1.0,1.7,3.4,3.9,1,97.0,6.6,2,3,0,1,6,0,41.7,0.2326,7.3,1.56,Low (<50)
19,0.0,3.2,3.1,2.0,0,86.8,5.6,1,5,0,0,9,0,74.5,0.6262,5.1,1.96,Good (65-79)
22,0.0,2.2,1.0,2.9,0,93.4,6.9,2,6,0,2,6,0,63.7,0.5627,3.9,1.89,Average (50-64)
18,1.0,2.6,3.5,2.0,0,84.0,6.2,2,0,1,1,1,0,39.6,0.4719,5.5,0.72,Low (<50)
21,0.0,4.4,3.6,0.3,0,76.6,5.4,1,2,0,2,5,1,87.5,1.1253,3.9,1.24,Excellent (≥80)
20,0.0,6.0,1.6,1.3,0,92.5,8.1,1,5,1,1,9,0,100.0,2.0619,2.9,2.21,Excellent (≥80)
18,0.0,4.1,2.5,1.9,1,91.5,7.6,1,2,0,2,5,0,75.4,0.9297,4.4,1.46,Good (65-79)
24,1.0,1.7,3.3,1.3,0,94.7,5.8,1,6,2,2,6,1,61.5,0.3688,4.6,1.78,Average (50-64)
22,1.0,4.2,2.2,1.6,0,84.9,7.1,1,5,0,2,3,1,73.3,1.1024,3.8,1.51,Good (65-79)
24,,5.3,3.8,1.7,0,79.0,7.1,2,6,2,1,8,0,96.3,0.9619,5.5,2.11,Excellent (≥80)
23,0.0,2.6,5.3,1.7,1,69.4,7.3,2,5,1,1,10,0,67.0,0.3709,7.0,2.23,Good (65-79)
20,1.0,3.3,1.6,1.9,0,93.2,4.5,2,6,2,1,4,0,70.1,0.9402,3.5,1.45,Good (65-79)
23,0.0,3.5,0.8,0.6,0,89.2,7.7,2,0,0,2,4,0,84.2,2.4823,1.4,1.17,Excellent (≥80)
19,0.0,2.3,2.9,1.0,0,75.3,5.8,2,2,1,2,5,1,48.9,0.5882,3.9,1.28,Low (<50)
24,0.0,4.5,3.4,0.4,0,79.6,6.1,1,5,0,0,10,0,98.8,1.1811,3.8,2.11,Excellent (≥80)
19,0.0,3.3,2.2,2.9,1,80.3,9.7,2,0,0,0,9,0,76.1,0.6458,5.1,1.87,Good (65-79)
17,1.0,4.1,4.2,0.0,0,70.2,6.9,2,1,0,1,8,1,80.4,0.9739,4.2,1.59,Excellent (≥80)
23,1.0,2.2,0.9,3.1,0,76.8,6.0,1,6,0,0,7,0,64.1,0.5486,4.0,1.9,Average (50-64)
22,1.0,2.8,3.3,3.3,0,73.7,3.9,2,4,2,1,5,1,59.4,0.4236,6.6,1.29,Average (50-64)
24,0.0,4.6,1.8,1.5,0,80.9,8.2,1,5,0,0,9,1,94.2,1.3897,3.3,2.22,Excellent (≥80)
21,1.0,2.9,4.6,0.0,1,77.6,4.9,2,3,1,2,9,1,67.8,0.6291,4.6,1.69,Good (65-79)
20,1.0,6.1,4.9,1.4,0,68.7,5.3,2,0,1,2,10,0,96.1,0.9667,6.3,1.53,Excellent (≥80)
18,1.0,2.9,1.6,1.7,0,100.0,6.1,2,0,1,2,10,0,70.2,0.8761,3.3,1.61,Good (65-79)
22,0.0,3.8,1.8,0.7,0,97.5,8.2,1,5,1,1,2,0,84.2,1.5139,2.5,1.52,Excellent (≥80)
22,0.0,4.9,3.5,1.2,0,77.2,7.4,2,0,0,2,4,0,75.4,1.0403,4.7,1.14,Good (65-79)
19,1.0,1.4,2.0,3.5,0,87.7,6.3,1,1,1,2,8,0,41.7,0.2541,5.5,1.53,Low (<50)
23,1.0,0.9,2.4,2.5,0,89.2,6.9,1,0,0,0,1,0,29.898,0.1833,4.9,0.79,Low (<50)
24,0.0,1.2,2.5,0.8,1,96.9,5.8,2,4,2,2,5,0,50.3,0.3625,3.3,1.48,Average (50-64)
24,1.0,5.4,0.2,0.0,0,76.8,6.7,1,4,1,1,8,0,100.0,25.7143,0.2,1.87,Excellent (≥80)
17,1.0,2.7,2.5,1.4,0,95.9,6.6,2,6,2,1,2,0,52.2,0.6905,3.9,1.46,Average (50-64)
17,1.0,7.3,1.7,1.6,0,79.5,7.7,1,6,0,1,2,1,100.0,2.2054,3.3,1.57,Excellent (≥80)
20,1.0,2.7,1.9,2.3,0,71.6,7.7,1,3,0,0,8,0,71.2,0.6413,4.2,1.87,Good (65-79)
19,1.0,3.8,4.2,1.2,0,92.2,7.1,2,1,0,2,10,0,72.3,0.7024,5.4,1.81,Good (65-79)
22,0.0,5.8,1.0,2.4,0,97.9,6.1,1,4,0,1,9,0,100.0,1.7009,3.4,1.91,Excellent (≥80)
24,1.0,6.5,3.5,3.9,0,100.0,7.4,0,5,0,1,7,1,100.0,0.8772,7.4,1.94,Excellent (≥80)
21,0.0,6.6,2.2,2.7,0,73.0,6.4,2,2,1,0,8,1,100.0,1.3442,4.9,1.64,Excellent (≥80)
19,1.0,5.3,2.2,1.7,0,92.0,5.2,1,2,0,2,5,0,93.1,1.3555,3.9,1.22,Excellent (≥80)
20,0.0,5.0,3.4,1.6,1,80.9,6.0,2,2,1,1,1,1,67.7,0.998,5.0,0.9,Good (65-79)
20,0.0,4.4,2.9,1.4,0,92.8,6.6,1,6,2,2,4,1,77.9,1.0209,4.3,1.66,Good (65-79)
19,1.0,4.7,3.2,3.1,1,70.3,7.6,1,5,1,2,2,0,80.3,0.7448,6.3,1.46,Excellent (≥80)
20,0.0,2.7,3.7,1.1,0,72.4,6.3,1,0,0,1,3,0,44.3,0.5613,4.8,0.93,Low (<50)
19,1.0,2.3,2.1,1.8,0,77.2,5.0,1,5,0,1,3,0,54.7,0.5882,3.9,1.3,Average (50-64)
18,,3.5,1.8,1.9,0,85.8,6.6,1,0,0,2,9,0,85.0,0.9434,3.7,1.56,Excellent (≥80)
19,1.0,3.2,1.2,1.2,0,78.6,6.6,1,2,0,0,10,1,81.7,1.3278,2.4,1.86,Excellent (≥80)
23,1.0,2.8,1.5,0.3,0,91.6,6.7,1,3,1,0,4,0,71.6,1.547,1.8,1.37,Good (65-79)
19,1.0,4.5,6.0,2.2,1,95.3,7.6,0,3,0,2,2,1,73.7,0.5481,8.2,1.26,Good (65-79)
20,,4.9,4.0,1.7,0,91.0,7.7,1,0,2,1,3,0,77.0,0.8581,5.7,1.07,Good (65-79)
24,0.0,3.6,0.9,2.4,0,100.0,5.8,0,2,1,1,3,0,72.3,1.0876,3.3,1.08,Good (65-79)
23,0.0,5.7,0.9,1.2,0,89.2,5.8,0,5,1,1,7,0,100.0,2.7014,2.1,1.78,Excellent (≥80)
20,1.0,1.8,3.1,3.1,0,72.8,5.3,2,3,0,1,8,0,54.0,0.2899,6.2,1.63,Average (50-64)
17,0.0,3.2,3.2,0.8,0,98.6,7.3,2,0,0,2,6,0,70.4,0.798,4.0,1.33,Good (65-79)
17,1.0,2.4,3.2,3.7,0,78.9,8.2,2,5,1,2,4,1,47.0,0.3473,6.9,1.72,Low (<50)
24,0.0,0.7,2.2,0.0,0,94.1,6.1,1,2,0,2,6,0,48.7,0.3167,2.2,1.41,Low (<50)
24,1.0,3.4,2.3,2.3,0,100.0,6.2,2,1,0,2,1,0,47.6,0.7375,4.6,0.82,Low (<50)
23,1.0,3.3,2.9,2.3,1,89.6,8.3,2,2,0,1,10,0,81.1,0.6334,5.2,2.03,Excellent (≥80)
18,1.0,5.8,2.6,0.9,1,70.0,7.1,2,6,0,1,8,0,100.0,1.6524,3.5,2.11,Excellent (≥80)
24,1.0,4.4,0.0,2.3,0,75.8,7.0,1,2,1,1,1,0,81.9,1.9048,2.3,1.0,Excellent (≥80)
17,0.0,2.0,2.2,3.2,0,98.2,5.1,2,5,0,1,5,0,56.3,0.3697,5.4,1.51,Average (50-64)
19,1.0,6.3,1.5,0.0,0,83.3,7.3,2,5,1,2,2,1,100.0,4.1722,1.5,1.43,Excellent (≥80)
20,0.0,5.3,2.7,2.4,1,85.8,5.4,2,4,0,2,6,0,81.0,1.0372,5.1,1.54,Excellent (≥80)
17,1.0,4.4,6.1,0.0,0,92.6,5.1,0,4,1,1,9,1,84.9,0.7201,6.1,1.81,Excellent (≥80)
17,0.0,3.2,2.9,0.7,0,92.0,6.1,1,5,2,0,5,0,67.9,0.8864,3.6,1.61,Good (65-79)
18,1.0,2.1,2.1,3.6,0,87.8,5.8,1,5,2,0,4,0,56.9,0.3678,5.7,1.48,Average (50-64)
23,1.0,2.9,3.6,1.2,0,82.9,6.2,1,1,0,1,2,0,45.9,0.6029,4.8,0.92,Low (<50)
23,0.0,5.1,3.1,0.5,1,81.9,4.8,2,1,0,0,3,0,76.0,1.4127,3.6,0.88,Good (65-79)
22,1.0,6.3,3.0,1.6,0,93.6,7.7,0,2,0,1,6,1,94.8,1.3666,4.6,1.57,Excellent (≥80)
18,1.0,5.8,3.2,4.1,0,90.5,7.9,0,6,1,2,8,0,99.3,0.7934,7.3,2.19,Excellent (≥80)
19,0.0,2.8,5.0,0.0,1,82.4,4.2,1,3,1,2,8,0,71.0,0.5589,5.0,1.52,Good (65-79)
23,0.0,1.8,1.1,0.6,1,95.8,7.7,0,6,1,1,5,0,70.9,1.0526,1.7,1.87,Good (65-79)
20,1.0,3.7,3.1,3.4,1,83.7,5.5,1,1,0,1,5,1,59.8,0.5684,6.5,1.15,Average (50-64)
24,1.0,0.8,1.4,3.8,1,76.5,7.5,2,2,1,1,10,0,36.0,0.1536,5.2,1.95,Low (<50)
18,0.0,4.0,3.2,1.7,0,77.4,6.4,1,6,0,2,3,0,68.4,0.8147,4.9,1.54,Good (65-79)
24,1.0,3.3,1.4,0.4,0,75.2,6.5,0,0,1,2,7,1,72.9,1.8232,1.8,1.35,Good (65-79)
17,1.0,2.8,2.0,4.1,1,82.3,6.3,1,4,0,2,6,0,57.3,0.4583,6.1,1.63,Average (50-64)
20,1.0,1.1,2.1,3.6,1,97.3,8.0,1,6,1,1,1,1,50.3,0.1926,5.7,1.5,Average (50-64)
20,0.0,4.3,3.7,2.5,0,76.9,5.0,0,3,0,2,4,0,65.7,0.6924,6.2,1.2,Good (65-79)
17,0.0,2.7,3.6,0.9,0,86.9,7.2,2,2,0,0,6,1,67.9,0.5987,4.5,1.52,Good (65-79)
18,1.0,1.7,1.0,1.7,0,78.4,7.8,2,6,1,2,6,0,63.6,0.6273,2.7,1.98,Average (50-64)
17,1.0,0.0,2.6,1.6,0,82.4,7.4,2,5,0,1,3,0,32.9,0.0,4.2,1.54,Low (<50)
24,1.0,3.5,1.6,2.2,0,69.9,9.3,2,0,1,1,6,0,67.7,0.9186,3.8,1.53,Good (65-79)
22,0.0,6.2,1.0,3.4,0,82.8,5.9,0,4,1,2,10,0,100.0,1.4059,4.4,1.99,Excellent (≥80)
20,1.0,6.0,2.2,2.8,1,83.1,7.6,2,0,1,1,6,0,96.8,1.1976,5.0,1.36,Excellent (≥80)
21,1.0,2.8,2.1,0.6,0,90.4,6.4,2,2,0,0,9,1,71.0,1.0332,2.7,1.74,Good (65-79)
21,0.0,2.6,5.4,3.3,0,87.2,8.0,2,1,0,0,9,0,59.8,0.2985,8.7,1.8,Average (50-64)
24,1.0,4.2,3.0,2.1,0,73.0,6.5,0,4,1,0,2,0,64.2,0.8219,5.1,1.25,Average (50-64)
19,0.0,2.0,0.8,2.6,0,95.8,6.0,2,0,0,0,4,0,45.2,0.5865,3.4,1.0,Low (<50)
23,1.0,4.0,1.8,3.4,0,87.1,8.1,2,1,1,0,9,1,82.9,0.7678,5.2,1.81,Excellent (≥80)
17,1.0,4.6,3.7,0.6,0,87.0,5.9,2,3,0,1,4,1,73.2,1.0673,4.3,1.29,Good (65-79)
17,1.0,5.3,5.0,1.8,0,84.9,4.8,0,2,0,1,8,0,79.6,0.7783,6.8,1.48,Good (65-79)
19,0.0,3.3,0.6,1.2,1,79.8,5.9,2,2,0,2,10,0,73.0,1.8232,1.8,1.79,Good (65-79)
19,0.0,3.2,0.2,0.1,1,87.2,7.2,2,4,0,1,3,0,72.6,10.3226,0.3,1.42,Good (65-79)
24,0.0,2.2,4.7,2.2,0,89.8,8.2,2,0,0,0,3,0,45.2,0.3184,6.9,1.12,Low (<50)
24,1.0,2.3,3.0,4.6,0,67.5,6.6,1,3,1,1,9,0,51.8,0.3022,7.6,1.86,Average (50-64)
19,0.0,3.2,1.5,0.0,0,79.6,8.1,2,5,1,2,10,0,92.0,2.1192,1.5,2.31,Excellent (≥80)
20,1.0,4.1,3.1,1.8,0,82.5,4.9,1,4,0,2,8,0,77.8,0.835,4.9,1.69,Good (65-79)
24,1.0,4.9,0.0,2.5,1,87.6,6.0,1,5,2,1,1,0,97.2,1.9522,2.5,1.2,Excellent (≥80)
22,0.0,2.3,2.5,1.9,1,96.9,6.2,1,4,1,2,10,1,71.9,0.5215,4.4,2.02,Good (65-79)
24,1.0,5.7,2.9,1.7,0,77.3,6.4,2,0,2,2,2,1,69.1,1.2364,4.6,0.84,Good (65-79)
17,1.0,3.1,3.6,0.4,0,80.0,6.6,0,3,1,2,3,1,59.6,0.7731,4.0,1.26,Average (50-64)
24,1.0,3.5,1.3,2.1,0,79.9,7.3,1,0,1,2,2,0,60.4,1.0264,3.4,0.93,Average (50-64)
20,1.0,2.4,2.6,1.0,0,77.0,6.0,2,2,0,2,3,1,48.3,0.6648,3.6,1.1,Low (<50)
19,1.0,0.0,1.4,0.0,0,81.5,6.7,2,5,0,2,8,1,50.1,0.0,1.4,1.97,Average (50-64)
17,0.0,4.8,2.8,3.1,0,92.7,6.4,1,1,0,2,6,0,74.9,0.8122,5.9,1.34,Good (65-79)
24,1.0,4.6,1.4,2.9,1,74.5,5.4,2,6,1,1,7,1,85.6,1.0673,4.3,1.84,Excellent (≥80)
20,0.0,3.1,2.0,1.9,0,89.3,6.4,2,2,0,2,10,1,65.4,0.7928,3.9,1.84,Good (65-79)
22,0.0,3.6,1.3,2.1,0,68.0,6.3,0,2,1,2,10,1,82.4,1.0557,3.4,1.83,Excellent (≥80)
24,1.0,4.3,3.3,3.0,0,79.4,6.3,1,5,0,0,6,1,67.3,0.6815,6.3,1.73,Good (65-79)
20,1.0,1.2,3.5,2.0,0,81.7,6.5,0,4,1,2,1,0,34.3,0.2178,5.5,1.15,Low (<50)
22,1.0,2.7,2.2,2.8,0,100.0,6.6,1,2,0,1,3,0,53.0,0.5389,5.0,1.16,Average (50-64)
19,0.0,4.7,2.5,1.5,0,82.3,6.0,1,6,0,1,1,0,78.0,1.1721,4.0,1.3,Good (65-79)
24,1.0,1.6,0.8,3.2,1,63.0,8.0,2,3,0,2,10,0,58.2,0.399,4.0,2.1,Average (50-64)
22,0.0,3.9,2.1,2.2,0,65.0,5.1,2,2,0,1,9,0,73.7,0.9049,4.3,1.61,Good (65-79)
17,1.0,1.5,2.4,2.0,1,85.3,5.6,0,3,0,1,9,0,60.3,0.3401,4.4,1.76,Average (50-64)
19,0.0,4.2,5.6,0.4,0,91.1,9.8,0,0,1,0,5,1,78.7,0.6988,6.0,1.48,Good (65-79)
17,1.0,3.4,1.2,2.1,1,88.8,5.3,1,4,0,1,4,1,68.3,1.0272,3.3,1.33,Good (65-79)
21,1.0,1.1,4.3,0.9,0,86.7,4.9,1,3,0,1,9,0,49.9,0.2111,5.2,1.69,Low (<50)
18,0.0,5.2,3.7,1.1,0,96.6,7.4,1,2,1,1,9,1,100.0,1.0811,4.8,1.84,Excellent (≥80)
24,0.0,2.4,2.8,0.9,0,79.6,4.0,2,4,0,1,3,1,54.7,0.6469,3.7,1.1,Average (50-64)
22,1.0,2.3,4.6,0.6,0,93.9,6.2,2,6,2,2,5,0,58.7,0.4415,5.2,1.72,Average (50-64)
18,0.0,3.8,2.9,4.1,1,68.7,9.1,1,4,2,2,3,0,70.8,0.5421,7.0,1.61,Good (65-79)
18,0.0,5.2,3.0,3.3,0,76.0,4.6,2,3,0,0,10,1,87.1,0.8241,6.3,1.76,Excellent (≥80)
22,0.0,2.0,2.4,3.9,0,66.9,4.1,1,3,0,2,2,1,29.898,0.317,6.3,0.91,Low (<50)
